,date,title,source,contents,link
64,13시간 전,갤럭시 첫 서울 언팩…폴더블·XR 신무기 꺼낸다,한국경제TV언론사 선정,"일반적인 기능들은 시중에 나와있는 헤드셋에서도 구현이 가능합니다. 그럼에도 IT업계에서는 애플의 모든 주변기기와 연결돼 증강현실(AR) 생태계가 강화된다는 점, 또 헤드셋을 꺼리게 만들던 버벅임·지연에 따른...",https://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202306070207&t=NNv
65,14시간 전,"목줄 없는 개, 5세 여아 물어 ‘전치 4주’…견주 '금고 1년' 구속 [이슈네컷...",부산일보언론사 선정,애플 MR 헤드셋 '비전 프로' 전격 공개… 내년 국내 출시 예상 가격 ‘약 500만원’ 애플이 최근 9년 만에 새 제품으로 혼합현실(MR) 헤드셋 '비전 프로'를 공개해 화제입니다. 애플은 7년 동안 1000여명의 개발인력을...,https://www.busan.com/view/busan/view.php?code=2023060716520968260
66,1일 전,"[10분 뉴스 정복] 최강욱도 털었다... ""팬덤은 무죄라고?""",오마이뉴스언론사 선정,"애플의 모험, 500만원짜리 AR 헤드셋 • 애플이 '비전 프로(Vision Pro)'라는 이름으로 헤드셋을 공개했다. 가격이 무려 3499달러다. 내년 봄에 미국부터 출시되는데 한국에 건너오면 500만 원이 훌쩍 넘을 가능성이 크다....",https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002933929&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news
67,17시간 전,[검색폭발 이슈키워드] XR,머니투데이,"애플이 최근 연례세계개발자회의에서 MR 헤드셋 '비전 프로'(Vision Pro)를 선보였습니다. 스키 고글처럼 생긴 이 헤드셋을 착용하면 어디서든 영화를 보고 업무를 볼 수 있다고 합니다. 팀 쿡 애플 CEO는 ""새로운 시대의...",http://news.mt.co.kr/mtview.php?no=2023060714303268557
68,1일 전,테슬라 시총 7000억달러 돌파…국내 전기차주 훈풍 기대 [증시 개장 전 꼭 알...,한국경제언론사 선정,"(MR) 헤드셋 '비전 프로'에 대해 미래의 공학이며, 애플의 '터닝포인트'(전환점)가 될 것이라고 했다. 쿡... 애플은 전날 연례 세계 개발자 회의(WWDC)에서 스키 고글처럼 쓰고 컴퓨팅을 즐길 수 있는 헤드셋 비전 프로를...",https://www.hankyung.com/finance/article/202306072811i
69,1일 전,팀 쿡이 꺼낸 '원 모어 싱' 카드…멀티터치 잇는 아이터치에 공간컴퓨팅은 무...,서울경제언론사 선정,눈의 움직임 따라 반응하는 새로운 컴퓨터로 격상 쿡 CEO는 이날 메타버스·헤드셋이라는 단어는 언급하지... 블룸버그통신은 “메타가 출시한 전문가용 AR·가상현실(VR) 헤드셋인 ‘퀘스트 프로’ 대비 3배 이상 높은...,https://www.sedaily.com/NewsView/29QRFYO8KP
70,15시간 전,"AI 언급 한 번 없었지만…애플, iOS 17에 '트랜스포머' 활용",이데일리,혼합현실(MR) 헤드셋 ‘애플 비전 프로’ 데모에서 사용자 얼굴을 외부 화면에 보여주는 기능과 고글 주변 환경을 인지해 상황에 맞게 작동을 변환하는 센서 감지 기능 등에 고급 기계학습 기술이 사용됐다고...,http://www.edaily.co.kr/news/newspath.asp?newsid=03335766635639424
71,1일 전,6월 7일 미증시 특징주 [글로벌 시황&이슈],한국경제TV,애플은 세계개발자컨퍼런스 WWDC에서 9년 만에 신제품 헤드셋을 내놓았는데요. 바로 애플 프로 비전. 다만... 골드만삭스는 매수의견을 유지하면서 헤드셋과 비전프로 생태계의 장기 성장 가능성을 좋게 봤다고 했고요....,https://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202306070009&t=NNv
72,2시간 전,"[NY 업&다운] 웨드부시증권, 애플 목표주가 상향...""아이폰15가 주가 상승 동...",글로벌이코노믹,"애플이 5일(현지시간) 시작한 연례 세계개발자대회(WWDC)에서 혼합현실(MR) 헤드셋을 공개한 뒤 하락세를... 애플은 5일 시작한 WWDC에서 MR헤드셋 비전프로, 대당 7000달러에 육박하는 PC, 신형 맥북 에어 노트북 컴퓨터 등...",http://www.g-enews.com/ko-kr/news/article/news_all/202306080153063309be84d87674_1/article.html
73,40분 전,"예상깬 캐나다 금리인상, 빅테크 냉각… 테슬라, 9거래일째 상승 [美 증시 & ...",디지털데일리,"(MR)’ 헤드셋이 큰 반향을 일으키지 못하면서 전체적으로 빅테크 주가 분위기도 탄력을 받지 못하는... 애플(-0.78%)이 ‘MR헤드셋’을 공개한 이후, 3거래일째 주가가 하락세를 보인 가운데 마이크로소프트(-3.09...",https://www.ddaily.co.kr/page/view/2023060808252308910
74,19시간 전,[김대호의 경제읽기] 라면값 상승률 14년 만에 최고…서민 부담 확대 外,연합뉴스TV,MR 헤드셋'을 공개했습니다. 디지털 콘텐츠가 마치 물리적인 공간에 있는 것처럼 상호작용이 가능해진다는데 조금 생소하게 느껴집니다. 정확히 어떤 제품인가요? &lt;질문 5&gt; 앞서 지난 1일에는 메타가 혼합 현실 헤드셋을...,http://www.yonhapnewstv.co.kr/MYH20230607011300641/?input=1825m
75,18시간 전,"“지문, 얼굴에 이어 생체 정보 활용 확대”··· 애플, 홍채 인식 기술 ‘비...",CIO Korea,애플이 WWDC 2023 행사에서 새로 발표한 AR/VR 헤드셋 ‘애플 비전 프로(Apple Vision Pro)’에 홍채 인식 기술... 애플 비전 프로 헤드셋을 착용하면 눈에 보이지 않는 다양한 LED 빛이 사용자의 홍채를 분석한다. 분석...,https://www.ciokorea.com/news/293461
76,1일 전,[김박사 진단] 미국 SEC · 국세청 가상 암호화폐 비트코인 전면전… 쟁점은?,글로벌이코노믹,애플이 연례 세계개발자회의(WWDC)에서 혼합현실(MR) 헤드셋을 공개하면서 장중 184달러대 최고치를... 구현한 헤드셋이 이번에 공개될지 투자자들은 주목하고 있다. 미국 규제 당국이 대형은행 등의 자본 확충 요구를...,http://www.g-enews.com/ko-kr/news/article/news_all/2023060522130681564a01bf698f_1/article.html
77,23시간 전,"스코넥, XR 기반 군용 모의훈련 시뮬레이터 시범운영",연합뉴스,"XR 헤드셋과 센서, M4A1 소총·K5 권총 등 군 작전에서 쓰이는 총기를 본뜬 '체감화 장비'를 착용한 뒤 잠실종합운동장, VIP 안전가옥 등 사실적으로 구현한 가상 공간에서 현장감 높은 모의 훈련을 경험할 수 있다는 것이...",https://www.yna.co.kr/view/AKR20230607043500017?input=1195m
78,1일 전,"뉴욕증시, 美 침체 전망 약화에 일제 상승…코인베이스 12%↓·테슬라↑",더팩트언론사 선정,"애플은 전날 연례 세계개발자회의(WWDC)에서 혼합현실(MR) 헤드셋 '애플 비전 프로'를 공개했다. 애플이 9년 만에 출시한 신규 하드웨어 라인업이지만, 3499달러(약 456만 원)에 이르는 높은 출고가에 흥행 가능성에...",http://news.tf.co.kr/read/economy/2022481.htm
79,19시간 전,"팀 쿡 ""애플, 챗GPT 면밀히 검토 중""",ZDNet Korea언론사 선정,"또 그는 애플의 혼합현실(MR) 헤드셋 비전 프로에 대해 “현재 가장 진보된 전자 기기”라고 소개했다. 그는 “비전 프로는 오늘 일어나고 있는 내일의 공학”이라며, “우리는 미래에 살면서 오늘 그것을 할 수 있을...",https://zdnet.co.kr/view/?no=20230607132703
80,18시간 전,"광동제약, LCK 서머 시즌 ‘광동 프릭스’ 응원 이벤트",스포츠동아,"3경기 이상 우승팀을 맞추면 추첨을 통해 특별제작한 광동 프릭스 선수단의 사인 유니폼과 게이밍 키보드, 헤드셋, 마우스 등을 선물한다. 또한 광동제약은 이번 LCK 서머 시즌을 기념해 ‘광동 온더게임 Bite it’...",https://sports.donga.com/article/all/20230607/119655924/2
81,17시간 전,"삼성창원병원, 창원대와 뇌파 장치 개발 공동연구 참여",뉴시스,"반면, 뇌파전극을 이용하거나 헤드셋 형태의 장비를 착용하는 비침습적 BCI는 인식률과 정확도가 다소 떨어지지만 위험성은 낮고 영구적으로 사용할 수 있어 현재 연구용, 엔터테인먼트용, 그리고...",http://www.newsis.com/view/?id=NISX20230607_0002330374&cID=10812&pID=10800
82,1일 전,"뉴욕 증시 상승 마감…""6월 금리 오를까?""",SBS Biz언론사 선정,시총 1위 애플은 연례개발자회의(WWDC)에서 혼합현실 헤드셋 비전 프로를 공개한 뒤 이날 주가가 0.21% 하락하며 179.21달러에 마감했습니다. 2016년부터 지난해까지 WWDC 다음날이면 주가가 항상 상승 마감했는데...,https://biz.sbs.co.kr/article_hub/20000121302?division=NAVER
83,1일 전,"하이비젼시스템, 매출 가시성과 성장성 모두 갖췄다-신한",이데일리,박 연구원은 “판매량 확대와 헤드셋 폼팩터의 변화 과정에서 카메라와 3D 센서 장비의 판매가 확대될 것으로 보이는데 보수적 가정 하에서도 세트 1000만대당 100억원 수준의 센서 장비 판매가 추정된다”고 말했다....,http://www.edaily.co.kr/news/newspath.asp?newsid=01354646635639424
84,1일 전,"다올투자증권 ""애플 '비전 프로' 국내 수혜 제한적""",연합뉴스,"또한 ""출시 가격은 3천499달러인데 부담스러운 가격 설정으로 일부 개발자 중심으로 구매가 예상된다""고 설명했다. 앞서 애플사는 5일(현지시간) 혼합현실(MR) 헤드셋인 '비전 프로'를 공개했다.",https://www.yna.co.kr/view/AKR20230607031200002?input=1195m
85,1일 전,"뉴욕증시, 상승 마감...테슬라 8일 연속↑, 엔비디아는 3일째↓",파이낸셜뉴스언론사 선정,애플이 5일 공개한 혼합현실(MR) 헤드셋 비전프로가 시장의 기대를 모으며 향후 실적 개선 발판 역할을 할 것이란 전망이 있지만 다른 한편에서는 이미 단기적인 효과는 주가에 반영됐다는 지적이 나오고 있다....,http://www.fnnews.com/news/202306070541159332
86,45분 전,"500만원짜리 애플 '비전 프로'…""테슬라식 접근법 합리적""",머니투데이,"애플이 새 MR(혼합현실) 헤드셋 '비전 프로'를 3499달러(약 457만원)라는 초고가에 판매하는 것에 대해 ""합리적 가격정책""이라는 분석이 나왔다. 8일(현지시각) 비즈니스인사이더에 따르면 애플의 비전 프로는 세후 약...",http://news.mt.co.kr/mtview.php?no=2023060807581330322
87,15시간 전,"창원산업진흥원, 수소액화 사업 추진…수소액화플랜트 구축 [창원소식]",쿠키뉴스,"반면 뇌파전극을 이용하거나 헤드셋 형태의 장비를 착용하는 비침습적 BCI는 인식률과 정확도가 다소 떨어지지만 위험성은 낮고 영구적으로 사용할 수 있어 현재 연구용, 엔터테인먼트용, 그리고...",http://www.kukinews.com/newsView/kuk202306070233
88,1일 전,"[뉴욕마감]S&P 0.2% 상승…강세장 목전, CPI-FOMC 대기",뉴스1,SEC는 코인베이스가 당국에 등록하지 않고 불법 영업을 했다고 소송을 제기했다. 애플은 0.2% 떨어졌다. 전날 고가의 증강현실 헤드셋 비전프로가 공개됐지만 시장의 반응은 열렬하지 않은 분위기다.,https://www.news1.kr/articles/5069001
89,3시간 전,[속보] 미국 무역적자 급증 · 캐나다 깜짝 금리인상 … 뉴욕증시 비트코인 국...,글로벌이코노믹,애플의 새로운 헤드셋에 대해 월가에서는 증강현실(AR)/가상현실(VR) 시장을 촉진할 것이라면서도 높은 제품가 등을 고려하면 소비자들의 진입 장벽이 높다고 지적했다. 애플의 주가는 전날 장중 사상 최고치인 184....,http://www.g-enews.com/ko-kr/news/article/news_all/2023060805385832584a01bf698f_1/article.html
90,1일 전,"MR헤드셋 공개한 애플, 가상현실 시장 살릴까",조선일보언론사 선정,쿡 CEO는 곧이어 애플의 첫 MR(혼합현실) 헤드셋 ‘비전 프로(Vision Pro)’를 공개했다. 애플이 2014년 스마트워치 애플워치를 내놓은 지 9년 만에 공개한 주요 하드웨어 신제품이다. 이 헤드셋 개발을 위해 애플 엔지니어...,https://www.chosun.com/economy/economy_general/2023/06/07/2QT3QPO3H5AMVINGBZXPSRBHM4/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
91,21시간 전,"애플 'MR 헤드셋' 비전프로 공개…외신들 ""미래를 본듯""",뉴시스언론사 선정,"애플이 혼합현실(MR) 헤드셋인 비전프로(Vision Pro)를 출시하면서 또 한번 정보기술(IT)업계를 주도하려 하고... WSJ는 메타와 바이트댄스는 500달러 미만의 헤드셋을 제공한다면서 ""한 가지 문제는 사람들이 장치가...",http://www.newsis.com/view/?id=NISX20230607_0002329555&cID=10101&pID=10100
92,47분 전,"""스티브 잡스도 MR 헤드셋 '비전 프로' 좋아했을 것"" 前 CNN CEO의 호평 [글로...",파이낸셜뉴스언론사 선정,"타임지 전 편집장이자 CNN 전 최고경영자(CEO)인 월터 아이작슨 아스펜연구소 CEO가 최근 애플이 공개한 혼합현실(MR) 헤드셋 '비전 프로(Vision Pro)'를 두고 ""스티브 잡스가 살아 있었다면 비전프로 헤드셋을 좋아했을...",http://www.fnnews.com/news/202306080725353513
93,4시간 전,애플 9년만에 야심작 MR헤드셋 공개…수혜주는 어디?,이데일리언론사 선정,애플이 혼합현실(MR) 헤드셋 ‘비전 프로(Vision Pro)’를 공개한 가운데 시장에서는 수혜주 찾기에... 7일 금융투자업계에 따르면 애플은 지난 5일(현지시간) MR 헤드셋 비전 프로를 선보였다. 이 제품은 애플이 2014년...,http://www.edaily.co.kr/news/newspath.asp?newsid=01151286635639752
94,15시간 전,"[단독] 혁신외친 팀쿡, 확신없었다 … 헤드셋 다팔려도 매출 0.1% 불과",매일경제언론사 선정,AR·VR헤드셋 올 출하 18%↓ 발표일 당일 주가 0.2% 하락 시장서도 목표가 전망 엇갈려 ◆ 불확실성 커진 애플 ◆ 애플이 혼합현실(MR) 헤드셋 '비전프로'의 총판매 목표를 15만대로 크게 낮춰 잡은 까닭은 새 제품에 대한...,https://www.mk.co.kr/article/10754591
95,1일 전,“코 무겁고 메스꺼운 느낌” 야심작 헤드셋에 실망?…애플 주가 이틀연속 하...,헤럴드경제,애플이 야심차게 공개한 혼합현실(MR) 헤드셋 '비전 프로'(Vision Pro) 기술을 선보였다. 지난 5일(현지시간)... 그러나 헤드셋 등의 무게감으로 다소 불편했고 심지어 메쓰꺼움이 느껴졌다는 지적도 나왔다. 본격적인...,http://news.heraldcorp.com/view.php?ud=20230607000075
96,2시간 전,애플 '비전 프로' 공개로 막오른 'MR 헤드셋' 경쟁… 삼성은,머니S언론사 선정,애플이 혼합현실(MR) 헤드셋 '애플 비전 프로(Vision Pro)'을 공개하면서 정보기술(IT) 업계 메타버스 헤드셋 경쟁이 본격화됐다. 애플은 지난 5일(현지시각) 미국 캘리포니아주 쿠퍼티노에 있는 애플파크에서...,http://moneys.mt.co.kr/news/mwView.php?no=2023060716012883751
97,16시간 전,"애플 MR 헤드셋, 메타버스 다시 띄울까",매일신문,애플의 혼합현실(MR) 헤드셋 출시가 메타버스 시장에 활력을 불어넣을 수 있을지 귀추가 주목된다.... 애플은 지난 5일 미국 캘리포니아 애플파크에서 열린 세계 개발자 회의(WWDC)에서 MR 헤드셋 '비전프로(Vision Pro)'를...,https://news.imaeil.com/page/view/2023060715411978027
98,22시간 전,[종목이슈] 애플 MR헤드셋 공개에 '덕우전자' 수혜 기대↑,아이뉴스24언론사 선정,(MR) 헤드셋 비전 프로(Vision Pro) 출시(예정) 수혜를 볼 전망이다. MR은 현실 세계에 3차원 가상 물체를 겹친... 애플은 행사에서 MR 헤드셋 비전 프로를 공간 컴퓨팅(Spatial Computing) 기기라고 소개하고 카메라 12개를 탑재...,http://www.inews24.com/view/1600381
